DATA;NIVEL;TIPO;CONTA;REDUZIDO;DESCRICAO;ANTERIOR;DEBITOS;CREDITOS;MOVIMENTO;SALDO ATUAL
30/07/2020;15;Passivo;2.1.1.2.2.0.0.0;1158;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
30/07/2020;17;Passivo;2.1.1.2.2.0.0.0.0;65287;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
30/07/2020;19;Passivo;2.1.1.2.2.0.0.0.0.0;65288;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0001;229281;IR RETIDO DE TERCEIROS P.J.;-3.160,08;4.919,70;-6.135,59;-1.215,89;-4.375,97
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0006;214006;IR RETIDO TERCEIROS P.F.- COD 0588;-1.320,14;1.320,14;-1.282,58;37,56;-1.282,58
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0009;211229;IR RETIDO S/ALUGUEL - COD 3208;-57,97;57,97;-57,97;0;-57,97
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0011;7;IR RETIDO COOPERADAS - COD. 3280;-18,31;18,31;-21,72;-3,41;-21,72
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0012;17;IR RETIDO TERCEIROS EXTERIOR - COD. 0473;0;1.226,92;-1.226,92;0;0
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0014;310;IRRF DE COMISSÕES PJ - CÓDIGO 8045;-9.552,43;9.552,43;-8.923,77;628,66;-8.923,77
30/07/2020;24;Passivo;2.1.1.2.2.0.0.0.0.0.0015;381;IR RETIDO BENEF PREV COMPLEM - COD 3540;-1.729,88;1.729,88;-1.729,88;0;-1.729,88
30/07/2020;9;Passivo;2.1.1.2.3;229308;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;11;Passivo;2.1.1.2.3.0;1165;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;13;Passivo;2.1.1.2.3.0.0;1166;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;15;Passivo;2.1.1.2.3.0.0.0;1167;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;17;Passivo;2.1.1.2.3.0.0.0.0;65289;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;19;Passivo;2.1.1.2.3.0.0.0.0.0;65290;IMPOSTO SOBRE SERVICOS RETIDO;-60.592,00;34.824,39;-34.781,69;42,7;-60.549,30
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0010;201759;IMPOSTO SOBRE SERVICOS RETIDOS;-29.343,51;12.638,08;-15.034,49;-2.396,41;-31.739,92
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0011;725;ISS - CAMPINAS;-4.434,95;2.136,98;-2.986,08;-849,1;-5.284,05
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0012;727;ISS - POA;-12.756,21;13.607,21;-9.012,94;4.594,27;-8.161,94
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0013;728;ISS - BH;-4.374,65;4.279,43;-5.148,81;-869,38;-5.244,03
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0014;729;ISS - RJ;-128,57;464,04;-729,06;-265,02;-393,59
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0015;730;ISS - CTBA;-12,04;0;0;0;-12,04
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0016;731;ISS - SC;-5.287,12;0;0;0;-5.287,12
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0017;732;ISS - CE;-3.712,06;1.698,65;-1.870,31;-171,66;-3.883,72
30/07/2020;24;Passivo;2.1.1.2.3.0.0.0.0.0.0018;733;ISS - POA MATRIZ;-542,89;0;0;0;-542,89
30/07/2020;9;Passivo;2.1.1.2.4;229317;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;11;Passivo;2.1.1.2.4.0;50659;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;13;Passivo;2.1.1.2.4.0.0;50664;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;15;Passivo;2.1.1.2.4.0.0.0;50679;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;17;Passivo;2.1.1.2.4.0.0.0.0;65291;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;19;Passivo;2.1.1.2.4.0.0.0.0.0;65292;IMPOSTO SOBRE OPERACOES FINANCEIRAS;-1.879.531,90;1.588.740,51;-1.426.414,52;162.325,99;-1.717.205,91
30/07/2020;24;Passivo;2.1.1.2.4.0.0.0.0.0.0001;211024;IOF S/ PREMIO EMITIDO;-1.732.257,82;944.641,48;-784.832,51;159.808,97;-1.572.448,85
30/07/2020;24;Passivo;2.1.1.2.4.0.0.0.0.0.0002;52;IOF A RECOLHER;-147.274,08;644.099,03;-641.582,01;2.517,02;-144.757,06
30/07/2020;9;Passivo;2.1.1.2.5;212487;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;11;Passivo;2.1.1.2.5.0;1171;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;13;Passivo;2.1.1.2.5.0.0;1172;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;15;Passivo;2.1.1.2.5.0.0.0;1173;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;17;Passivo;2.1.1.2.5.0.0.0.0;65293;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;19;Passivo;2.1.1.2.5.0.0.0.0.0;65294;CONTRIBUICOES PREVIDENCIARIAS;-195.731,63;161.781,78;-184.794,73;-23.012,95;-218.744,58
30/07/2020;24;Passivo;2.1.1.2.5.0.0.0.0.0.0001;229326;CONTRIB PREV (INSS) S/FOLPAG;-185.701,37;161.297,81;-173.784,12;-12.486,31;-198.187,68
30/07/2020;24;Passivo;2.1.1.2.5.0.0.0.0.0.0002;211299;CONTRIB PREV (INSS) S/TERCEIROS;-10.030,26;483,97;-11.010,61;-10.526,64;-20.556,90
30/07/2020;9;Passivo;2.1.1.2.6;235527;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;11;Passivo;2.1.1.2.6.0;1177;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;13;Passivo;2.1.1.2.6.0.0;1178;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;15;Passivo;2.1.1.2.6.0.0.0;1179;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;17;Passivo;2.1.1.2.6.0.0.0.0;65295;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;19;Passivo;2.1.1.2.6.0.0.0.0.0;65296;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;24;Passivo;2.1.1.2.6.0.0.0.0.0.0001;229335;CONTRIBUICOES PARA O FGTS;-33.691,82;53.470,62;-57.048,31;-3.577,69;-37.269,51
30/07/2020;9;Passivo;2.1.1.2.8;229353;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;11;Passivo;2.1.1.2.8.0;1182;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;13;Passivo;2.1.1.2.8.0.0;1183;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;15;Passivo;2.1.1.2.8.0.0.0;1184;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;17;Passivo;2.1.1.2.8.0.0.0.0;65297;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;19;Passivo;2.1.1.2.8.0.0.0.0.0;65298;OUTROS IMPOSTOS E ENCARGOS SOCIAIS;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;24;Passivo;2.1.1.2.8.0.0.0.0.0.0001;212685;PIS - COFINS - CSLL;-10.466,90;11.703,83;-14.168,07;-2.464,24;-12.931,14
30/07/2020;7;Passivo;2.1.1.3;229362;ENCARGOS TRABALHISTAS;-770.815,51;91.095,31;-143.311,28;-52.215,97;-823.031,48
30/07/2020;9;Passivo;2.1.1.3.1;229371;PROVISÃO DE 13 SALARIO;-67.507,79;4.237,37;-38.848,37;-34.611,00;-102.118,79
30/07/2020;9;Passivo;2.1.1.3.2;229380;PROVISÃO DE FERIAS;-509.059,37;63.896,77;-68.354,35;-4.457,58;-513.516,95
30/07/2020;9;Passivo;2.1.1.3.3;229390;ENCARGOS SOCIAIS A RECOLHER;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;11;Passivo;2.1.1.3.3.0;1193;PROVISAO PARA ENCARGOS SOCIAIS;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;13;Passivo;2.1.1.3.3.0.0;1194;PROVISAO PARA ENCARGOS SOCIAIS;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;15;Passivo;2.1.1.3.3.0.0.0;1195;PROVISAO PARA ENCARGOS SOCIAIS;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;17;Passivo;2.1.1.3.3.0.0.0.0;65299;PROVISAO PARA ENCARGOS SOCIAIS;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;19;Passivo;2.1.1.3.3.0.0.0.0.0;65300;PROVISAO PARA ENCARGOS SOCIAIS;-194.248,35;22.961,17;-36.108,56;-13.147,39;-207.395,74
30/07/2020;24;Passivo;2.1.1.3.3.0.0.0.0.0.0001;211333;INSS S / FERIAS;-130.828,22;16.421,45;-17.567,15;-1.145,70;-131.973,92
30/07/2020;24;Passivo;2.1.1.3.3.0.0.0.0.0.0002;211342;FGTS S / FERIAS;-40.680,06;5.111,73;-5.457,00;-345,27;-41.025,33
30/07/2020;24;Passivo;2.1.1.3.3.0.0.0.0.0.0003;211351;INSS S/ 13 SALARIO;-17.349,51;1.089,00;-9.984,01;-8.895,01;-26.244,52
30/07/2020;24;Passivo;2.1.1.3.3.0.0.0.0.0.0004;211360;FGTS S / 13 SALARIO;-5.390,56;338,99;-3.100,40;-2.761,41;-8.151,97
30/07/2020;7;Passivo;2.1.1.6;229499;PROVISAO P/ IMPOSTOS E CONTRIBUICOES;-836.924,43;836.234,97;-263.216,20;573.018,77;-263.905,66
30/07/2020;9;Passivo;2.1.1.6.1;228174;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;11;Passivo;2.1.1.6.1.0;1216;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;13;Passivo;2.1.1.6.1.0.0;1217;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;15;Passivo;2.1.1.6.1.0.0.0;1218;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;17;Passivo;2.1.1.6.1.0.0.0.0;65303;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;19;Passivo;2.1.1.6.1.0.0.0.0.0;65304;IMPOSTO DE RENDA;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;24;Passivo;2.1.1.6.1.0.0.0.0.0.0001;201678;IRPJ LALUR;-232.023,10;232.023,10;0;232.023,10;0
30/07/2020;9;Passivo;2.1.1.6.2;229920;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;11;Passivo;2.1.1.6.2.0;1222;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;13;Passivo;2.1.1.6.2.0.0;1223;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;15;Passivo;2.1.1.6.2.0.0.0;1224;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;17;Passivo;2.1.1.6.2.0.0.0.0;65305;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;19;Passivo;2.1.1.6.2.0.0.0.0.0;65306;CONTRIBUICAO SOCIAL;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;24;Passivo;2.1.1.6.2.0.0.0.0.0.0001;229930;CONTRIBUICAO SOCIAL LALUR;-139.846,17;139.846,17;0;139.846,17;0
30/07/2020;9;Passivo;2.1.1.6.3;234627;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;11;Passivo;2.1.1.6.3.0;1228;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;13;Passivo;2.1.1.6.3.0.0;1229;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;15;Passivo;2.1.1.6.3.0.0.0;1230;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;17;Passivo;2.1.1.6.3.0.0.0.0;65307;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;19;Passivo;2.1.1.6.3.0.0.0.0.0;65308;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;24;Passivo;2.1.1.6.3.0.0.0.0.0.0001;229524;COFINS;-399.425,79;399.425,79;-226.394,27;173.031,52;-226.394,27
30/07/2020;9;Passivo;2.1.1.6.4;234636;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;11;Passivo;2.1.1.6.4.0;1234;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;13;Passivo;2.1.1.6.4.0.0;1235;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;15;Passivo;2.1.1.6.4.0.0.0;1236;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;17;Passivo;2.1.1.6.4.0.0.0.0;65309;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;19;Passivo;2.1.1.6.4.0.0.0.0.0;65310;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;24;Passivo;2.1.1.6.4.0.0.0.0.0.0001;229533;PIS/PASEP;-64.907,05;64.939,91;-36.821,93;28.117,98;-36.789,07
30/07/2020;9;Passivo;2.1.1.6.9;229551;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;11;Passivo;2.1.1.6.9.0;1247;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;13;Passivo;2.1.1.6.9.0.0;1248;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;15;Passivo;2.1.1.6.9.0.0.0;1249;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;17;Passivo;2.1.1.6.9.0.0.0.0;65313;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;19;Passivo;2.1.1.6.9.0.0.0.0.0;65314;OUTRAS CONTRIBUICOES;-722,32;0;0;0;-722,32
30/07/2020;24;Passivo;2.1.1.6.9.0.0.0.0.0.0003;232990;CONTRIB SINDICAL A RECOLHER;-722,32;0;0;0;-722,32
30/07/2020;7;Passivo;2.1.1.9;233014;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;9;Passivo;2.1.1.9.1;233023;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;11;Passivo;2.1.1.9.1.0;1259;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;13;Passivo;2.1.1.9.1.0.0;1260;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;15;Passivo;2.1.1.9.1.0.0.0;1261;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;17;Passivo;2.1.1.9.1.0.0.0.0;65315;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;19;Passivo;2.1.1.9.1.0.0.0.0.0;65316;OUTRAS CONTAS A PAGAR;-25.339,19;2.992,82;-5.779,24;-2.786,42;-28.125,61
30/07/2020;24;Passivo;2.1.1.9.1.0.0.0.0.0.0001;233050;PENDENCIAS A REGULARIZAR;-15.527,34;2.753,62;-5.056,01;-2.302,39;-17.829,73
30/07/2020;24;Passivo;2.1.1.9.1.0.0.0.0.0.0003;201768;OUTRAS CONTAS A PAGAR;-499,45;0;0;0;-499,45
30/07/2020;24;Passivo;2.1.1.9.1.0.0.0.0.0.0005;235644;CH EM TRANSITO;-9.312,40;239,2;-723,23;-484,03;-9.796,43
30/07/2020;5;Passivo;2.1.2;212757;DEBITOS OPERACOES SEGUROS E RESSEGUROS;-17.399.828,99;18.452.868,07;-21.375.594,22;-2.922.726,15;-20.322.555,14
30/07/2020;7;Passivo;2.1.2.1;120622;PREMIOS A RESTITUIR;-82.097,53;16.036,82;-22.114,93;-6.078,11;-88.175,64
30/07/2020;9;Passivo;2.1.2.1.1;128;DIRETO;-82.097,53;16.036,82;-22.114,93;-6.078,11;-88.175,64
30/07/2020;11;Passivo;2.1.2.1.1.1;129;PREMIOS;-82.097,53;16.036,82;-22.114,93;-6.078,11;-88.175,64
30/07/2020;7;Passivo;2.1.2.3;230973;RESSEGURADORAS;-10.719.048,16;3.083.705,37;-6.071.958,46;-2.988.253,09;-13.707.301,25
30/07/2020;9;Passivo;2.1.2.3.1;230982;RESSEGURO CEDIDO - REESSEGURADORA LOCAL;-10.358.942,40;2.482.365,89;-4.214.388,87;-1.732.022,98;-12.090.965,38
30/07/2020;11;Passivo;2.1.2.3.1.1;230991;PREMIOS;-10.358.942,40;2.482.365,89;-4.214.388,87;-1.732.022,98;-12.090.965,38
30/07/2020;13;Passivo;2.1.2.3.1.1.1;122400;RISCOS EMITIDOS;-14.562.088,82;1.663.501,73;-3.813.531,63;-2.150.029,90;-16.712.118,72
30/07/2020;13;Passivo;2.1.2.3.1.1.2;122401;RVNE;-93.734,10;12.971,16;0;12.971,16;-80.762,94
30/07/2020;15;Passivo;2.1.2.3.1.1.2.1;637;PREMIOS RVNE;-93.734,10;12.971,16;0;12.971,16;-80.762,94
30/07/2020;13;Passivo;2.1.2.3.1.1.3;159;(-)COMISSÕES S/SEGURO CED EM RESSEGURO;4.296.880,52;805.893,00;-400.857,24;405.035,76;4.701.916,28
30/07/2020;9;Passivo;2.1.2.3.2;253;RESSEGURO A LIQUIDAR - RESSEG LOCAL;-10.498,41;15.705,10;-25.541,54;-9.836,44;-20.334,85
30/07/2020;11;Passivo;2.1.2.3.2.8;174;OUTROS DÉBITOS;-10.498,41;15.705,10;-25.541,54;-9.836,44;-20.334,85
30/07/2020;13;Passivo;2.1.2.3.2.8.1;176;SALVADOS - ESTIMATIVA;-46.146,03;9.202,00;-7.698,34;1.503,66;-44.642,37
30/07/2020;13;Passivo;2.1.2.3.2.8.2;204;SALVADOS - RECUPERAÇÃO EFETIVA;33.331,74;607,39;-13.440,00;-12.832,61;20.499,13
30/07/2020;13;Passivo;2.1.2.3.2.8.3;239;RESSARCIMENTOS - ESTIMATIVA;-4.590,44;2.201,60;-2.201,60;0;-4.590,44
30/07/2020;13;Passivo;2.1.2.3.2.8.4;240;RESSARCIMENTOS - RECUPERAÇÃO EFETIVA;6.906,32;3.694,11;-2.201,60;1.492,51;8.398,83
30/07/2020;9;Passivo;2.1.2.3.3;318;RESSEGURO CEDIDO - RESS ADMITIDA;-312.740,36;585.561,30;-1.831.964,25;-1.246.402,95;-1.559.143,31
30/07/2020;11;Passivo;2.1.2.3.3.1;319;PRÊMIOS;-312.740,36;585.561,30;-1.831.964,25;-1.246.402,95;-1.559.143,31
30/07/2020;13;Passivo;2.1.2.3.3.1.1;320;RISCOS EMITIDOS;-334.582,88;387.079,99;-1.784.904,89;-1.397.824,90;-1.732.407,78
30/07/2020;13;Passivo;2.1.2.3.3.1.2;631;RVNE;-8.883,01;25,21;-6.623,41;-6.598,20;-15.481,21
30/07/2020;15;Passivo;2.1.2.3.3.1.2.1;639;PREMIOS RVNE;-8.883,01;25,21;-6.623,41;-6.598,20;-15.481,21
30/07/2020;13;Passivo;2.1.2.3.3.1.3;161;(-) COMISSÕES S/SEGURO CED EM RESSEGURO;30.725,53;198.456,10;-40.435,95;158.020,15;188.745,68
30/07/2020;9;Passivo;2.1.2.3.4;342;RESSEGURO A LIQUIDAR - RESS ADMITIDA;-30.302,19;0;0;0;-30.302,19
30/07/2020;11;Passivo;2.1.2.3.4.8;177;OUTROS DEBITOS;-30.302,19;0;0;0;-30.302,19
30/07/2020;13;Passivo;2.1.2.3.4.8.1;178;SALVADOS - ESTIMATIVA;-21.545,17;0;0;0;-21.545,17
30/07/2020;13;Passivo;2.1.2.3.4.8.2;205;SALVADOS - RECUPERAÇÃO EFETIVA;-36.320,64;0;0;0;-36.320,64
30/07/2020;13;Passivo;2.1.2.3.4.8.4;242;RESSARCIMENTOS - RECUPERAÇÃO EFETIVA;27.563,62;0;0;0;27.563,62
30/07/2020;9;Passivo;2.1.2.3.5;321;RESSEGURO CEDIDO - RESS EVENTUAL;-6.564,80;73,08;-63,8;9,28;-6.555,52
30/07/2020;11;Passivo;2.1.2.3.5.1;322;PRÊMIOS;-6.564,80;73,08;-63,8;9,28;-6.555,52
30/07/2020;13;Passivo;2.1.2.3.5.1.1;323;RISCOS EMITIDOS;-9.861,33;47,26;-47,26;0;-9.861,33
30/07/2020;13;Passivo;2.1.2.3.5.1.2;632;RVNE;-53,89;9,28;0;9,28;-44,61
30/07/2020;15;Passivo;2.1.2.3.5.1.2.1;641;PREMIOS RVNE;-53,89;9,28;0;9,28;-44,61
30/07/2020;13;Passivo;2.1.2.3.5.1.3;162;(-) COMISSÕES S/SEGURO CED EM RESSEGURO;3.350,42;16,54;-16,54;0;3.350,42
30/07/2020;7;Passivo;2.1.2.4;120623;CORRETORES DE SEGUROS E RESSEGUROS;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;9;Passivo;2.1.2.4.1;120624;COMISSOES A PAGAR - SEGUROS;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;11;Passivo;2.1.2.4.1.1;4;COMISSOES DE CORRETAGEM;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;13;Passivo;2.1.2.4.1.1.0;5;COMISSOES DE CORRETAGEM;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;15;Passivo;2.1.2.4.1.1.0.0;9;COMISSOES DE CORRETAGEM;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;17;Passivo;2.1.2.4.1.1.0.0.0;65317;COMISSOES DE CORRETAGEM;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;19;Passivo;2.1.2.4.1.1.0.0.0.0;65318;COMISSOES DE CORRETAGEM;-700.327,58;1.952.414,54;-1.918.141,08;34.273,46;-666.054,12
30/07/2020;24;Passivo;2.1.2.4.1.1.0.0.0.0.0001;11;PESSOA FISICA;-15.319,88;17.671,50;-129.366,86;-111.695,36;-127.015,24
30/07/2020;24;Passivo;2.1.2.4.1.1.0.0.0.0.0002;12;PESSOA JURIDICA;-685.007,70;1.934.743,04;-1.788.774,22;145.968,82;-539.038,88
30/07/2020;7;Passivo;2.1.2.5;48240;COMISSOES E JUROS S/ PREMIOS EMITIDOS;-4.680.377,65;2.707.847,69;-2.306.348,83;401.498,86;-4.278.878,79
30/07/2020;9;Passivo;2.1.2.5.1;48255;DIRETO;-4.680.377,65;2.707.847,69;-2.306.348,83;401.498,86;-4.278.878,79
30/07/2020;11;Passivo;2.1.2.5.1.1;48260;COMISSOES;-4.680.377,65;2.707.847,69;-2.306.348,83;401.498,86;-4.278.878,79
30/07/2020;13;Passivo;2.1.2.5.1.1.1;212511;COMISSOES - RISCOS EMITIDOS;-4.541.670,28;2.700.643,57;-2.303.552,66;397.090,91;-4.144.579,37
30/07/2020;13;Passivo;2.1.2.5.1.1.2;212512;COMISSOES - RVNE;-138.707,37;7.204,12;-2.796,17;4.407,95;-134.299,42
30/07/2020;7;Passivo;2.1.2.8;47183;OUTROS DEBITOS;-1.217.978,07;10.692.863,65;-11.057.030,92;-364.167,27;-1.582.145,34
30/07/2020;9;Passivo;2.1.2.8.7;120627;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;11;Passivo;2.1.2.8.7.0;219084;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;13;Passivo;2.1.2.8.7.0.0;50233;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;15;Passivo;2.1.2.8.7.0.0.0;50293;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;17;Passivo;2.1.2.8.7.0.0.0.0;65321;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;19;Passivo;2.1.2.8.7.0.0.0.0.0;65322;CONTAS A PAGAR DPVAT;-175.522,51;0;0;0;-175.522,51
30/07/2020;24;Passivo;2.1.2.8.7.0.0.0.0.0.0003;723;COTA PARTE DA CONSORCIADA A PG SEG LIDER;-175.522,51;0;0;0;-175.522,51
30/07/2020;9;Passivo;2.1.2.8.8;261320;OUTROS DEBITOS;-1.042.455,56;10.692.863,65;-11.057.030,92;-364.167,27;-1.406.622,83
